Frame; Zeit (in s); Objekt 1 x-Koordinate; Objekt 1 y-Koordinate; Objekt 1 x-Geschwindigkeit; Objekt 1 y-Geschwindigkeit; Objekt 2 x-Koordinate; Objekt 2 y-Koordinate; Objekt 2 x-Geschwindigkeit; Objekt 2 y-Geschwindigkeit; Objekt 3 x-Koordinate; Objekt 3 y-Koordinate; Objekt 3 x-Geschwindigkeit; Objekt 3 y-Geschwindigkeit; Objekt 4 x-Koordinate; Objekt 4 y-Koordinate; Objekt 4 x-Geschwindigkeit; Objekt 4 y-Geschwindigkeit
3374; 5,623E1; -2,211E0; -7,227E0; -8,766E-1; -2,759E1; ; ; ;; ; ; ;; ; ; ;
3375; 5,625E1; -2,202E0; -7,610E0; 5,656E-1; -2,296E1; ; ; ;; ; ; ;; ; ; ;
3376; 5,627E1; -2,197E0; -7,905E0; 3,136E-1; -1,775E1; ; ; ;; ; ; ;; ; ; ;
3377; 5,628E1; -2,192E0; -8,121E0; 2,601E-1; -1,291E1; ; ; ;; ; ; ;; ; ; ;
3378; 5,630E1; -2,183E0; -8,246E0; 5,940E-1; -7,507E0; ; ; ;; ; ; ;; ; ; ;
3379; 5,632E1; -2,168E0; -8,269E0; 8,518E-1; -1,401E0; ; ; ;; ; ; ;; ; ; ;
3380; 5,633E1; -2,159E0; -8,213E0; 5,869E-1; 3,381E0; ; ; ;; ; ; ;; ; ; ;
3381; 5,635E1; -2,136E0; -8,068E0; 1,328E0; 8,684E0; ; ; ;; ; ; ;; ; ; ;
3382; 5,637E1; -2,118E0; -7,821E0; 1,082E0; 1,482E1; ; ; ;; ; ; ;; ; ; ;
3383; 5,638E1; -2,085E0; -7,496E0; 2,025E0; 1,951E1; ; ; ;; ; ; ;; ; ; ;
3384; 5,640E1; -2,067E0; -7,094E0; 1,076E0; 2,409E1; ; ; ;; ; ; ;; ; ; ;
3385; 5,642E1; -2,034E0; -6,604E0; 1,987E0; 2,938E1; ; ; ;; ; ; ;; ; ; ;
3386; 5,643E1; -1,998E0; -6,055E0; 2,147E0; 3,294E1; ; ; ;; ; ; ;; ; ; ;
3387; 5,645E1; -1,967E0; -5,446E0; 1,856E0; 3,651E1; ; ; ;; ; ; ;; ; ; ;
3388; 5,647E1; -1,932E0; -4,783E0; 2,068E0; 3,977E1; ; ; ;; ; ; ;; ; ; ;
3389; 5,648E1; -1,889E0; -4,077E0; 2,587E0; 4,234E1; ; ; ;; ; ; ;; ; ; ;
3390; 5,650E1; -1,854E0; -3,343E0; 2,136E0; 4,408E1; ; ; ;; ; ; ;; ; ; ;
3391; 5,652E1; -1,807E0; -2,602E0; 2,769E0; 4,445E1; ; ; ;; ; ; ;; ; ; ;
3392; 5,653E1; -1,762E0; -1,840E0; 2,738E0; 4,567E1; ; ; ;; ; ; ;; ; ; ;
3393; 5,655E1; -1,719E0; -1,087E0; 2,595E0; 4,520E1; ; ; ;; ; ; ;; ; ; ;
3394; 5,657E1; -1,678E0; -3,396E-1; 2,453E0; 4,482E1; ; ; ;; ; ; ;; ; ; ;
3395; 5,658E1; -1,640E0; 3,814E-1; 2,282E0; 4,325E1; ; ; ;; ; ; ;; ; ; ;
3396; 5,660E1; -1,606E0; 1,062E0; 2,029E0; 4,080E1; ; ; ;; ; ; ;; ; ; ;
3397; 5,662E1; -1,565E0; 1,691E0; 2,449E0; 3,776E1; ; ; ;; ; ; ;; ; ; ;
3398; 5,663E1; -1,536E0; 2,265E0; 1,754E0; 3,440E1; ; ; ;; ; ; ;; ; ; ;
3399; 5,665E1; -1,500E0; 2,774E0; 2,164E0; 3,054E1; ; ; ;; ; ; ;; ; ; ;
3400; 5,667E1; -1,462E0; 3,216E0; 2,241E0; 2,652E1; ; ; ;; ; ; ;; ; ; ;
3401; 5,668E1; -1,444E0; 3,581E0; 1,118E0; 2,188E1; ; ; ;; ; ; ;; ; ; ;
3402; 5,670E1; -1,425E0; 3,870E0; 1,103E0; 1,736E1; ; ; ;; ; ; ;; ; ; ;
3403; 5,672E1; -1,395E0; 4,075E0; 1,798E0; 1,230E1; ; ; ;; ; ; ;; ; ; ;
3404; 5,673E1; -1,385E0; 4,191E0; 6,042E-1; 6,959E0; ; ; ;; ; ; ;; ; ; ;
3405; 5,675E1; -1,381E0; 4,222E0; 2,813E-1; 1,868E0; ; ; ;; ; ; ;; ; ; ;
3406; 5,677E1; -1,366E0; 4,170E0; 8,641E-1; -3,154E0; ; ; ;; ; ; ;; ; ; ;
3407; 5,678E1; -1,362E0; 4,030E0; 2,689E-1; -8,413E0; ; ; ;; ; ; ;; ; ; ;
3408; 5,680E1; -1,353E0; 3,802E0; 5,109E-1; -1,367E1; ; ; ;; ; ; ;; ; ; ;
3409; 5,682E1; -1,350E0; 3,485E0; 1,661E-1; -1,901E1; ; ; ;; ; ; ;; ; ; ;
3410; 5,683E1; -1,346E0; 3,094E0; 2,395E-1; -2,343E1; ; ; ;; ; ; ;; ; ; ;
3411; 5,685E1; -1,358E0; 2,634E0; -7,264E-1; -2,758E1; ; ; ;; ; ; ;; ; ; ;
3412; 5,687E1; -1,362E0; 2,105E0; -1,921E-1; -3,177E1; ; ; ;; ; ; ;; ; ; ;
3413; 5,688E1; -1,378E0; 1,516E0; -9,513E-1; -3,529E1; ; ; ;; ; ; ;; ; ; ;
3414; 5,690E1; -1,398E0; 8,804E-1; -1,256E0; -3,815E1; ; ; ;; ; ; ;; ; ; ;
3415; 5,692E1; -1,419E0; 1,997E-1; -1,238E0; -4,083E1; ; ; ;; ; ; ;; ; ; ;
3416; 5,693E1; -1,443E0; -5,266E-1; -1,426E0; -4,357E1; ; ; ;; ; ; ;; ; ; ;
3417; 5,695E1; -1,475E0; -1,284E0; -1,908E0; -4,543E1; ; ; ;; ; ; ;; ; ; ;
3418; 5,697E1; -1,499E0; -2,032E0; -1,488E0; -4,489E1; ; ; ;; ; ; ;; ; ; ;
3419; 5,698E1; -1,536E0; -2,793E0; -2,207E0; -4,563E1; ; ; ;; ; ; ;; ; ; ;
3420; 5,700E1; -1,574E0; -3,537E0; -2,251E0; -4,463E1; ; ; ;; ; ; ;; ; ; ;
3421; 5,702E1; -1,595E0; -4,247E0; -1,264E0; -4,256E1; ; ; ;; ; ; ;; ; ; ;
3422; 5,703E1; -1,595E0; -4,247E0; 0,000E0; 0,000E0; ; ; ;; ; ; ;; ; ; ;
3423; 5,705E1; -1,637E0; -4,939E0; -2,542E0; -4,154E1; ; ; ;; ; ; ;; ; ; ;
3424; 5,707E1; -1,671E0; -5,571E0; -1,997E0; -3,789E1; ; ; ;; ; ; ;; ; ; ;
3425; 5,708E1; -1,708E0; -6,151E0; -2,252E0; -3,479E1; ; ; ;; ; ; ;; ; ; ;
3426; 5,710E1; -1,739E0; -6,678E0; -1,828E0; -3,159E1; ; ; ;; ; ; ;; ; ; ;
3427; 5,712E1; -1,766E0; -7,145E0; -1,640E0; -2,805E1; ; ; ;; ; ; ;; ; ; ;
3428; 5,713E1; -1,804E0; -7,531E0; -2,294E0; -2,312E1; ; ; ;; ; ; ;; ; ; ;
3429; 5,715E1; -1,832E0; -7,830E0; -1,657E0; -1,792E1; ; ; ;; ; ; ;; ; ; ;
3430; 5,717E1; -1,872E0; -8,050E0; -2,405E0; -1,326E1; ; ; ;; ; ; ;; ; ; ;
3431; 5,718E1; -1,898E0; -8,177E0; -1,562E0; -7,589E0; ; ; ;; ; ; ;; ; ; ;
3432; 5,720E1; -1,944E0; -8,207E0; -2,744E0; -1,825E0; ; ; ;; ; ; ;; ; ; ;
3433; 5,722E1; -1,977E0; -8,155E0; -1,974E0; 3,172E0; ; ; ;; ; ; ;; ; ; ;
3434; 5,723E1; -1,999E0; -8,011E0; -1,325E0; 8,609E0; ; ; ;; ; ; ;; ; ; ;
3435; 5,725E1; -2,032E0; -7,776E0; -1,986E0; 1,412E1; ; ; ;; ; ; ;; ; ; ;
3436; 5,727E1; -2,057E0; -7,466E0; -1,529E0; 1,855E1; ; ; ;; ; ; ;; ; ; ;
3437; 5,728E1; -2,078E0; -7,065E0; -1,271E0; 2,410E1; ; ; ;; ; ; ;; ; ; ;
3438; 5,730E1; -2,098E0; -6,601E0; -1,201E0; 2,781E1; ; ; ;; ; ; ;; ; ; ;
3439; 5,732E1; -2,132E0; -6,052E0; -1,992E0; 3,296E1; ; ; ;; ; ; ;; ; ; ;
3440; 5,733E1; -2,145E0; -5,456E0; -7,718E-1; 3,569E1; ; ; ;; ; ; ;; ; ; ;
3441; 5,735E1; -2,163E0; -4,797E0; -1,082E0; 3,955E1; ; ; ;; ; ; ;; ; ; ;
3442; 5,737E1; -2,170E0; -4,115E0; -4,402E-1; 4,093E1; ; ; ;; ; ; ;; ; ; ;
3443; 5,738E1; -2,181E0; -3,390E0; -6,682E-1; 4,344E1; ; ; ;; ; ; ;; ; ; ;
3444; 5,740E1; -2,172E0; -2,655E0; 5,351E-1; 4,412E1; ; ; ;; ; ; ;; ; ; ;
3445; 5,742E1; -2,184E0; -1,909E0; -6,958E-1; 4,473E1; ; ; ;; ; ; ;; ; ; ;
3446; 5,743E1; -2,181E0; -1,165E0; 1,603E-1; 4,461E1; ; ; ;; ; ; ;; ; ; ;
3447; 5,745E1; -2,181E0; -4,340E-1; -2,405E-2; 4,387E1; ; ; ;; ; ; ;; ; ; ;
3448; 5,747E1; -2,171E0; 2,674E-1; 6,508E-1; 4,207E1; ; ; ;; ; ; ;; ; ; ;
3449; 5,748E1; -2,171E0; 9,475E-1; -2,006E-2; 4,080E1; ; ; ;; ; ; ;; ; ; ;
3450; 5,750E1; -2,156E0; 1,557E0; 9,228E-1; 3,656E1; ; ; ;; ; ; ;; ; ; ;
3451; 5,752E1; -2,158E0; 2,137E0; -1,316E-1; 3,479E1; ; ; ;; ; ; ;; ; ; ;
3452; 5,753E1; -2,139E0; 2,656E0; 1,114E0; 3,114E1; ; ; ;; ; ; ;; ; ; ;
3453; 5,755E1; -2,135E0; 3,095E0; 2,668E-1; 2,635E1; ; ; ;; ; ; ;; ; ; ;
3454; 5,757E1; -2,125E0; 3,475E0; 5,691E-1; 2,278E1; ; ; ;; ; ; ;; ; ; ;
3455; 5,758E1; -2,116E0; 3,776E0; 5,551E-1; 1,805E1; ; ; ;; ; ; ;; ; ; ;
3456; 5,760E1; -2,111E0; 3,996E0; 2,874E-1; 1,322E1; ; ; ;; ; ; ;; ; ; ;
3457; 5,762E1; -2,094E0; 4,128E0; 1,017E0; 7,872E0; ; ; ;; ; ; ;; ; ; ;
3458; 5,763E1; -2,089E0; 4,177E0; 3,216E-1; 2,980E0; ; ; ;; ; ; ;; ; ; ;
3459; 5,765E1; -2,066E0; 4,133E0; 1,346E0; -2,645E0; ; ; ;; ; ; ;; ; ; ;
3460; 5,767E1; -2,051E0; 4,006E0; 9,101E-1; -7,617E0; ; ; ;; ; ; ;; ; ; ;
3461; 5,768E1; -2,033E0; 3,792E0; 1,079E0; -1,287E1; ; ; ;; ; ; ;; ; ; ;
3462; 5,770E1; -2,009E0; 3,496E0; 1,457E0; -1,775E1; ; ; ;; ; ; ;; ; ; ;
3463; 5,772E1; -1,985E0; 3,128E0; 1,423E0; -2,205E1; ; ; ;; ; ; ;; ; ; ;
3464; 5,773E1; -1,963E0; 2,678E0; 1,359E0; -2,701E1; ; ; ;; ; ; ;; ; ; ;
3465; 5,775E1; -1,948E0; 2,170E0; 8,914E-1; -3,043E1; ; ; ;; ; ; ;; ; ; ;
3466; 5,777E1; -1,930E0; 1,599E0; 1,052E0; -3,430E1; ; ; ;; ; ; ;; ; ; ;
3467; 5,778E1; -1,916E0; 9,692E-1; 8,759E-1; -3,776E1; ; ; ;; ; ; ;; ; ; ;
3468; 5,780E1; -1,898E0; 2,906E-1; 1,068E0; -4,070E1; ; ; ;; ; ; ;; ; ; ;
3469; 5,782E1; -1,892E0; -4,259E-1; 3,675E-1; -4,298E1; ; ; ;; ; ; ;; ; ; ;
3470; 5,783E1; -1,867E0; -1,173E0; 1,452E0; -4,484E1; ; ; ;; ; ; ;; ; ; ;
3471; 5,785E1; -1,855E0; -1,931E0; 7,541E-1; -4,545E1; ; ; ;; ; ; ;; ; ; ;
3472; 5,787E1; -1,836E0; -2,689E0; 1,142E0; -4,543E1; ; ; ;; ; ; ;; ; ; ;
3473; 5,788E1; -1,829E0; -3,430E0; 4,113E-1; -4,449E1; ; ; ;; ; ; ;; ; ; ;
3474; 5,790E1; -1,803E0; -4,156E0; 1,572E0; -4,354E1; ; ; ;; ; ; ;; ; ; ;
3475; 5,792E1; -1,787E0; -4,874E0; 9,493E-1; -4,308E1; ; ; ;; ; ; ;; ; ; ;
3476; 5,793E1; -1,765E0; -5,513E0; 1,313E0; -3,829E1; ; ; ;; ; ; ;; ; ; ;
3477; 5,795E1; -1,750E0; -6,119E0; 8,748E-1; -3,638E1; ; ; ;; ; ; ;; ; ; ;
3478; 5,797E1; -1,716E0; -6,674E0; 2,087E0; -3,329E1; ; ; ;; ; ; ;; ; ; ;
3479; 5,798E1; -1,694E0; -7,144E0; 1,301E0; -2,820E1; ; ; ;; ; ; ;; ; ; ;
3480; 5,800E1; -1,675E0; -7,554E0; 1,148E0; -2,460E1; ; ; ;; ; ; ;; ; ; ;
3481; 5,802E1; -1,654E0; -7,873E0; 1,226E0; -1,914E1; ; ; ;; ; ; ;; ; ; ;
3482; 5,803E1; -1,627E0; -8,112E0; 1,640E0; -1,429E1; ; ; ;; ; ; ;; ; ; ;
3483; 5,805E1; -1,620E0; -8,253E0; 4,541E-1; -8,454E0; ; ; ;; ; ; ;; ; ; ;
3484; 5,807E1; -1,609E0; -8,300E0; 6,319E-1; -2,843E0; ; ; ;; ; ; ;; ; ; ;
3485; 5,808E1; -1,590E0; -8,265E0; 1,164E0; 2,078E0; ; ; ;; ; ; ;; ; ; ;
3486; 5,810E1; -1,584E0; -8,130E0; 3,502E-1; 8,116E0; ; ; ;; ; ; ;; ; ; ;
3487; 5,812E1; -1,557E0; -7,913E0; 1,633E0; 1,304E1; ; ; ;; ; ; ;; ; ; ;
3488; 5,813E1; -1,551E0; -7,610E0; 3,397E-1; 1,816E1; ; ; ;; ; ; ;; ; ; ;
3489; 5,815E1; -1,557E0; -7,210E0; -3,476E-1; 2,399E1; ; ; ;; ; ; ;; ; ; ;
3490; 5,817E1; -1,562E0; -6,751E0; -3,347E-1; 2,750E1; ; ; ;; ; ; ;; ; ; ;
3491; 5,818E1; -1,546E0; -6,207E0; 9,693E-1; 3,268E1; ; ; ;; ; ; ;; ; ; ;
3492; 5,820E1; -1,554E0; -5,623E0; -4,985E-1; 3,503E1; ; ; ;; ; ; ;; ; ; ;
3493; 5,822E1; -1,546E0; -4,975E0; 4,764E-1; 3,882E1; ; ; ;; ; ; ;; ; ; ;
3494; 5,823E1; -1,541E0; -4,289E0; 3,076E-1; 4,116E1; ; ; ;; ; ; ;; ; ; ;
3495; 5,825E1; -1,547E0; -3,569E0; -3,427E-1; 4,321E1; ; ; ;; ; ; ;; ; ; ;
3496; 5,827E1; -1,547E0; -2,843E0; -6,433E-3; 4,355E1; ; ; ;; ; ; ;; ; ; ;
3497; 5,828E1; -1,557E0; -2,093E0; -6,146E-1; 4,497E1; ; ; ;; ; ; ;; ; ; ;
3498; 5,830E1; -1,558E0; -1,356E0; -6,585E-2; 4,421E1; ; ; ;; ; ; ;; ; ; ;
3499; 5,832E1; -1,564E0; -6,221E-1; -3,445E-1; 4,403E1; ; ; ;; ; ; ;; ; ; ;
3500; 5,833E1; -1,572E0; 9,142E-2; -4,603E-1; 4,279E1; ; ; ;; ; ; ;; ; ; ;
3501; 5,835E1; -1,587E0; 7,604E-1; -8,959E-1; 4,013E1; ; ; ;; ; ; ;; ; ; ;
3502; 5,837E1; -1,593E0; 1,371E0; -3,426E-1; 3,663E1; ; ; ;; ; ; ;; ; ; ;
3503; 5,838E1; -1,613E0; 1,957E0; -1,243E0; 3,515E1; ; ; ;; ; ; ;; ; ; ;
3504; 5,840E1; -1,630E0; 2,469E0; -9,839E-1; 3,070E1; ; ; ;; ; ; ;; ; ; ;
3505; 5,842E1; -1,651E0; 2,922E0; -1,252E0; 2,717E1; ; ; ;; ; ; ;; ; ; ;
3506; 5,843E1; -1,665E0; 3,308E0; -8,617E-1; 2,319E1; ; ; ;; ; ; ;; ; ; ;
3507; 5,845E1; -1,683E0; 3,610E0; -1,080E0; 1,810E1; ; ; ;; ; ; ;; ; ; ;
3508; 5,847E1; -1,706E0; 3,840E0; -1,378E0; 1,378E1; ; ; ;; ; ; ;; ; ; ;
3509; 5,848E1; -1,727E0; 3,977E0; -1,281E0; 8,235E0; ; ; ;; ; ; ;; ; ; ;
3510; 5,850E1; -1,756E0; 4,033E0; -1,716E0; 3,379E0; ; ; ;; ; ; ;; ; ; ;
3511; 5,852E1; -1,779E0; 4,007E0; -1,377E0; -1,612E0; ; ; ;; ; ; ;; ; ; ;
3512; 5,853E1; -1,803E0; 3,897E0; -1,438E0; -6,550E0; ; ; ;; ; ; ;; ; ; ;
3513; 5,855E1; -1,828E0; 3,703E0; -1,537E0; -1,164E1; ; ; ;; ; ; ;; ; ; ;
3514; 5,857E1; -1,860E0; 3,432E0; -1,879E0; -1,630E1; ; ; ;; ; ; ;; ; ; ;
3515; 5,858E1; -1,892E0; 3,085E0; -1,922E0; -2,076E1; ; ; ;; ; ; ;; ; ; ;
3516; 5,860E1; -1,921E0; 2,666E0; -1,744E0; -2,514E1; ; ; ;; ; ; ;; ; ; ;
3517; 5,862E1; -1,947E0; 2,172E0; -1,572E0; -2,968E1; ; ; ;; ; ; ;; ; ; ;
3518; 5,863E1; -1,970E0; 1,620E0; -1,384E0; -3,310E1; ; ; ;; ; ; ;; ; ; ;
3519; 5,865E1; -1,999E0; 1,014E0; -1,743E0; -3,635E1; ; ; ;; ; ; ;; ; ; ;
3520; 5,867E1; -2,035E0; 3,471E-1; -2,169E0; -4,000E1; ; ; ;; ; ; ;; ; ; ;
3521; 5,868E1; -2,050E0; -3,447E-1; -8,545E-1; -4,150E1; ; ; ;; ; ; ;; ; ; ;
3522; 5,870E1; -2,097E0; -1,069E0; -2,857E0; -4,344E1; ; ; ;; ; ; ;; ; ; ;
3523; 5,872E1; -2,131E0; -1,801E0; -2,031E0; -4,393E1; ; ; ;; ; ; ;; ; ; ;
3524; 5,873E1; -2,153E0; -2,545E0; -1,306E0; -4,459E1; ; ; ;; ; ; ;; ; ; ;
3525; 5,875E1; -2,177E0; -3,288E0; -1,428E0; -4,459E1; ; ; ;; ; ; ;; ; ; ;
3526; 5,877E1; -2,201E0; -4,000E0; -1,467E0; -4,268E1; ; ; ;; ; ; ;; ; ; ;
3527; 5,878E1; -2,209E0; -4,705E0; -4,722E-1; -4,229E1; ; ; ;; ; ; ;; ; ; ;
3528; 5,880E1; -2,222E0; -5,354E0; -8,131E-1; -3,895E1; ; ; ;; ; ; ;; ; ; ;
3529; 5,882E1; -2,225E0; -5,957E0; -1,322E-1; -3,615E1; ; ; ;; ; ; ;; ; ; ;
3530; 5,883E1; -2,227E0; -6,495E0; -1,377E-1; -3,226E1; ; ; ;; ; ; ;; ; ; ;
3531; 5,885E1; -2,230E0; -6,981E0; -2,052E-1; -2,920E1; ; ; ;; ; ; ;; ; ; ;
3532; 5,887E1; -2,226E0; -7,392E0; 2,432E-1; -2,461E1; ; ; ;; ; ; ;; ; ; ;
3533; 5,888E1; -2,220E0; -7,716E0; 3,527E-1; -1,947E1; ; ; ;; ; ; ;; ; ; ;
3534; 5,890E1; -2,206E0; -7,975E0; 8,522E-1; -1,553E1; ; ; ;; ; ; ;; ; ; ;
3535; 5,892E1; -2,197E0; -8,136E0; 5,527E-1; -9,672E0; ; ; ;; ; ; ;; ; ; ;
3536; 5,893E1; -2,174E0; -8,209E0; 1,363E0; -4,372E0; ; ; ;; ; ; ;; ; ; ;
3537; 5,895E1; -2,154E0; -8,200E0; 1,246E0; 5,713E-1; ; ; ;; ; ; ;; ; ; ;
3538; 5,897E1; -2,141E0; -8,093E0; 7,826E-1; 6,387E0; ; ; ;; ; ; ;; ; ; ;
3539; 5,898E1; -2,117E0; -7,895E0; 1,420E0; 1,192E1; ; ; ;; ; ; ;; ; ; ;
3540; 5,900E1; -2,085E0; -7,612E0; 1,922E0; 1,694E1; ; ; ;; ; ; ;; ; ; ;
3541; 5,902E1; -2,051E0; -7,251E0; 2,003E0; 2,169E1; ; ; ;; ; ; ;; ; ; ;
3542; 5,903E1; -2,018E0; -6,805E0; 1,976E0; 2,672E1; ; ; ;; ; ; ;; ; ; ;
3543; 5,905E1; -1,986E0; -6,290E0; 1,966E0; 3,088E1; ; ; ;; ; ; ;; ; ; ;
3544; 5,907E1; -1,950E0; -5,725E0; 2,137E0; 3,393E1; ; ; ;; ; ; ;; ; ; ;
3545; 5,908E1; -1,903E0; -5,096E0; 2,841E0; 3,769E1; ; ; ;; ; ; ;; ; ; ;
3546; 5,910E1; -1,868E0; -4,412E0; 2,108E0; 4,104E1; ; ; ;; ; ; ;; ; ; ;
3547; 5,912E1; -1,832E0; -3,702E0; 2,110E0; 4,260E1; ; ; ;; ; ; ;; ; ; ;
3548; 5,913E1; -1,786E0; -2,963E0; 2,808E0; 4,435E1; ; ; ;; ; ; ;; ; ; ;
3549; 5,915E1; -1,737E0; -2,234E0; 2,936E0; 4,370E1; ; ; ;; ; ; ;; ; ; ;
3550; 5,917E1; -1,695E0; -1,504E0; 2,482E0; 4,382E1; ; ; ;; ; ; ;; ; ; ;
3551; 5,918E1; -1,647E0; -7,540E-1; 2,880E0; 4,497E1; ; ; ;; ; ; ;; ; ; ;
3552; 5,920E1; -1,614E0; -3,568E-2; 2,012E0; 4,309E1; ; ; ;; ; ; ;; ; ; ;
3553; 5,922E1; -1,571E0; 6,409E-1; 2,561E0; 4,058E1; ; ; ;; ; ; ;; ; ; ;
3554; 5,923E1; -1,535E0; 1,275E0; 2,185E0; 3,805E1; ; ; ;; ; ; ;; ; ; ;
3555; 5,925E1; -1,507E0; 1,862E0; 1,656E0; 3,518E1; ; ; ;; ; ; ;; ; ; ;
3556; 5,927E1; -1,474E0; 2,388E0; 1,982E0; 3,158E1; ; ; ;; ; ; ;; ; ; ;
3557; 5,928E1; -1,453E0; 2,852E0; 1,252E0; 2,783E1; ; ; ;; ; ; ;; ; ; ;
3558; 5,930E1; -1,431E0; 3,248E0; 1,292E0; 2,376E1; ; ; ;; ; ; ;; ; ; ;
3559; 5,932E1; -1,407E0; 3,559E0; 1,482E0; 1,863E1; ; ; ;; ; ; ;; ; ; ;
3560; 5,933E1; -1,382E0; 3,799E0; 1,511E0; 1,440E1; ; ; ;; ; ; ;; ; ; ;
3561; 5,935E1; -1,368E0; 3,945E0; 8,265E-1; 8,788E0; ; ; ;; ; ; ;; ; ; ;
3562; 5,937E1; -1,360E0; 4,012E0; 4,915E-1; 4,010E0; ; ; ;; ; ; ;; ; ; ;
3563; 5,938E1; -1,354E0; 4,000E0; 3,491E-1; -7,621E-1; ; ; ;; ; ; ;; ; ; ;
3564; 5,940E1; -1,351E0; 3,898E0; 1,596E-1; -6,110E0; ; ; ;; ; ; ;; ; ; ;
3565; 5,942E1; -1,354E0; 3,720E0; -1,789E-1; -1,065E1; ; ; ;; ; ; ;; ; ; ;
3566; 5,943E1; -1,357E0; 3,457E0; -1,689E-1; -1,581E1; ; ; ;; ; ; ;; ; ; ;
3567; 5,945E1; -1,364E0; 3,111E0; -4,269E-1; -2,075E1; ; ; ;; ; ; ;; ; ; ;
3568; 5,947E1; -1,369E0; 2,690E0; -2,690E-1; -2,520E1; ; ; ;; ; ; ;; ; ; ;
3569; 5,948E1; -1,378E0; 2,204E0; -5,735E-1; -2,921E1; ; ; ;; ; ; ;; ; ; ;
3570; 5,950E1; -1,386E0; 1,653E0; -4,712E-1; -3,305E1; ; ; ;; ; ; ;; ; ; ;
3571; 5,952E1; -1,411E0; 1,050E0; -1,514E0; -3,613E1; ; ; ;; ; ; ;; ; ; ;
3572; 5,953E1; -1,436E0; 4,027E-1; -1,486E0; -3,883E1; ; ; ;; ; ; ;; ; ; ;
3573; 5,955E1; -1,470E0; -2,858E-1; -2,029E0; -4,130E1; ; ; ;; ; ; ;; ; ; ;
3574; 5,957E1; -1,494E0; -1,011E0; -1,474E0; -4,352E1; ; ; ;; ; ; ;; ; ; ;
3575; 5,958E1; -1,536E0; -1,742E0; -2,513E0; -4,386E1; ; ; ;; ; ; ;; ; ; ;
3576; 5,960E1; -1,573E0; -2,470E0; -2,226E0; -4,363E1; ; ; ;; ; ; ;; ; ; ;
3577; 5,962E1; -1,603E0; -3,203E0; -1,789E0; -4,401E1; ; ; ;; ; ; ;; ; ; ;
3578; 5,963E1; -1,636E0; -3,906E0; -1,965E0; -4,217E1; ; ; ;; ; ; ;; ; ; ;
3579; 5,965E1; -1,675E0; -4,607E0; -2,312E0; -4,199E1; ; ; ;; ; ; ;; ; ; ;
3580; 5,967E1; -1,707E0; -5,245E0; -1,939E0; -3,831E1; ; ; ;; ; ; ;; ; ; ;
3581; 5,968E1; -1,753E0; -5,836E0; -2,795E0; -3,543E1; ; ; ;; ; ; ;; ; ; ;
3582; 5,970E1; -1,785E0; -6,364E0; -1,869E0; -3,168E1; ; ; ;; ; ; ;; ; ; ;
3583; 5,972E1; -1,826E0; -6,855E0; -2,501E0; -2,945E1; ; ; ;; ; ; ;; ; ; ;
3584; 5,973E1; -1,850E0; -7,248E0; -1,398E0; -2,361E1; ; ; ;; ; ; ;; ; ; ;
3585; 5,975E1; -1,884E0; -7,583E0; -2,083E0; -2,007E1; ; ; ;; ; ; ;; ; ; ;
3586; 5,977E1; -1,903E0; -7,836E0; -1,141E0; -1,517E1; ; ; ;; ; ; ;; ; ; ;
3587; 5,978E1; -1,935E0; -8,006E0; -1,891E0; -1,021E1; ; ; ;; ; ; ;; ; ; ;
3588; 5,980E1; -1,964E0; -8,078E0; -1,733E0; -4,315E0; ; ; ;; ; ; ;; ; ; ;
3589; 5,982E1; -1,995E0; -8,071E0; -1,849E0; 4,094E-1; ; ; ;; ; ; ;; ; ; ;
3590; 5,983E1; -2,028E0; -7,963E0; -2,019E0; 6,476E0; ; ; ;; ; ; ;; ; ; ;
3591; 5,985E1; -2,061E0; -7,779E0; -1,962E0; 1,103E1; ; ; ;; ; ; ;; ; ; ;
3592; 5,987E1; -2,078E0; -7,508E0; -1,033E0; 1,630E1; ; ; ;; ; ; ;; ; ; ;
3593; 5,988E1; -2,112E0; -6,727E0; -2,014E0; 4,685E1; ; ; ;; ; ; ;; ; ; ;
3594; 5,990E1; -2,129E0; -6,225E0; -1,047E0; 3,012E1; ; ; ;; ; ; ;; ; ; ;
3595; 5,992E1; -2,142E0; -5,666E0; -7,810E-1; 3,348E1; ; ; ;; ; ; ;; ; ; ;
3596; 5,993E1; -2,154E0; -5,054E0; -6,986E-1; 3,672E1; ; ; ;; ; ; ;; ; ; ;
3597; 5,995E1; -2,157E0; -4,391E0; -1,922E-1; 3,981E1; ; ; ;; ; ; ;; ; ; ;
3598; 5,997E1; -2,164E0; -3,695E0; -4,361E-1; 4,170E1; ; ; ;; ; ; ;; ; ; ;
3599; 5,998E1; -2,154E0; -2,992E0; 6,194E-1; 4,221E1; ; ; ;; ; ; ;; ; ; ;
3600; 6,000E1; -2,160E0; -2,267E0; -3,379E-1; 4,348E1; ; ; ;; ; ; ;; ; ; ;
3601; 6,002E1; -2,153E0; -1,537E0; 4,212E-1; 4,378E1; ; ; ;; ; ; ;; ; ; ;
3602; 6,003E1; -2,137E0; -8,110E-1; 9,218E-1; 4,356E1; ; ; ;; ; ; ;; ; ; ;
3603; 6,005E1; -2,128E0; -1,162E-1; 5,787E-1; 4,168E1; ; ; ;; ; ; ;; ; ; ;
